learning_rate,learner,model,weight_decay,train_batch_size,mae,rmse,auc_roc,epoch,embedding_size
0.0064691884412597,RMSprop,NeuCMFw0,2.801353331740013e-05,750,0.49,0.6495,0.5481,15,471
0.0017022876035855,RMSprop,NeuCMFi0,0.0062025093367494,700,0.5156,0.6586,0.5477,18,504
0.0057257397557879,RMSprop,NeuCMFi0,0.0083227967354709,850,0.5453,0.6908,0.5457,17,458
0.011703820167963,RMSprop,NeuCMFi0,0.0023683883406659,800,0.5248,0.6832,0.5485,16,509
0.009866017892782,RMSprop,NeuCMFww,0.004421232712042,700,0.5856,0.7358,0.5509,18,471
0.005044160235858,RMSprop,NeuCMF0w,0.0119043409390857,900,0.5969,0.7433,0.5479,15,495
0.0159721325456641,adam,NeuCMFi0,0.0004559215525314,750,0.486,0.6442,0.547,17,351
0.0137720096258256,adam,NeuCMFi0,2.1157830176008613e-05,750,0.4592,0.6272,0.5468,17,375
0.0084755383724335,adam,NeuCMFi0,0.0020553664749841,750,0.4999,0.6528,0.5465,16,366
0.0125404141914547,adam,NeuCMFi0,0.0048418048362246,850,0.5324,0.6813,0.546,17,408
0.002677447712622,adam,NeuCMFi0,7.630873435586209e-05,800,0.4513,0.6156,0.5436,18,394
0.00261372385979,adam,NeuCMFi0,0.007127081604169,800,0.5249,0.6678,0.547,19,397
0.0029102550500511,adam,NeuCMFi0,0.0025346662743074,750,0.4873,0.6345,0.5469,18,375
0.0199741074382981,RMSprop,NeuCMFi0,0.0046189574903297,750,0.5618,0.7153,0.5479,14,438
0.0184583385375408,adam,NeuCMFi0,0.0089214705475446,700,0.5721,0.7209,0.5464,19,450
0.0064781392201686,adam,NeuCMF0i,0.0001132951118216,800,0.4811,0.6355,0.5515,18,416
0.0101625062769671,adam,NeuCMFi0,0.002143536963417,850,0.5052,0.6586,0.547,17,355
0.0139763995839925,adam,NeuCMFi0,0.0034667457190862,950,0.5241,0.6772,0.5464,16,340
0.0001136078172928,adam,NeuCMFi0,0.0057981215472642,850,0.5717,0.7126,0.5476,17,429
0.0037514854647444,adam,NeuCMFi0,0.0020598857480491,800,0.4854,0.6342,0.547,18,382
0.007822479467212,adam,NeuCMFi0,1.573911089340333e-05,750,0.453,0.6188,0.5449,16,396
0.0069064936438145,adam,NeuCMFi0,0.0065102458529787,750,0.5377,0.6837,0.5453,15,410
0.0163830984829725,adam,NeuCMFi0,0.0002915507570235,750,0.476,0.6339,0.5472,16,394
0.0118679946954825,adam,NeuCMFi0,5.578389124795923e-06,700,0.4597,0.6286,0.5464,12,371
0.0046080909887667,adam,NeuCMFw0,0.0327181026108772,700,0.6985,0.8942,0.5,12,370
0.0087380652076403,adam,NeuCMFi0,0.0039204532091348,700,0.5212,0.6705,0.5456,15,360
0.0123546091222134,adam,NeuCMFi0,8.828527120634225e-05,750,0.4625,0.624,0.5472,12,381
0.0130113126639437,adam,NeuCMFi0,0.0023095567310861,750,0.5162,0.6707,0.5456,11,376
0.0113434023880413,adam,NeuCMFi0,0.0046246974302056,700,0.5349,0.6845,0.5448,10,391
0.0378551598599441,adam,NeuCMFi0,0.0018803082787163,750,0.5527,0.7144,0.5447,12,381
0.0148208850071018,adam,NeuCMFi0,0.0035648253943105,750,0.5294,0.6819,0.5482,16,361
0.0076102051550021,adam,NeuCMFi0,0.0556628716894705,750,0.6781,0.8409,0.5472,10,478
0.0019163097894872,adam,NeuCMFi0,0.0001824194468974,650,0.4552,0.6167,0.5442,17,350
0.001354626635235,adam,NeuCMF0w,0.0452511470303041,650,0.6995,0.8941,0.5055,18,420
0.0055991281092563,RMSprop,NeuCMFww,0.0243895550726477,650,0.6921,0.895,0.4673,11,370
0.0111999148057197,adam,NeuCMFi0,0.0001631467075478,650,0.4629,0.6224,0.5466,17,387
0.011787794362861,adam,NeuCMFi0,0.000277785170235,650,0.4699,0.6269,0.547,17,386
0.0092891783720989,adam,NeuCMFi0,0.0056585987999158,650,0.5372,0.6859,0.5451,16,397
0.0171785023907155,adam,NeuCMFi0,0.0022561430587026,600,0.5274,0.6829,0.5459,17,367
0.00218655506384,adam,NeuCMFi0,0.0034015682331858,650,0.4947,0.6398,0.548,16,353
0.0136842055590872,adam,NeuCMFi0,0.0073619991169866,700,0.552,0.7006,0.5452,18,460
0.0077471815015403,adam,NeuCMFi0,0.0002204464841812,650,0.4594,0.6185,0.5455,17,382
0.007149260189417,adam,NeuCMFi0,0.0020384836527291,650,0.4983,0.6501,0.5455,17,382
0.0104711139116809,adam,NeuCMFi0,0.0001290002537753,650,0.4607,0.6211,0.5464,16,334
0.0108958223022762,adam,NeuCMFi0,0.0051557414255416,650,0.5343,0.6829,0.5465,15,405
0.0093012249865055,RMSprop,NeuCMFi0,0.0097444332991571,600,0.5699,0.7204,0.5463,16,335
0.0048735149467887,adam,NeuCMFi0,0.0003795201680528,650,0.4623,0.6207,0.5468,17,349
0.0051421779477349,adam,NeuCMFi0,0.0032796760197633,650,0.505,0.6534,0.5464,16,375
0.0076132181958188,adam,NeuCMFi0,0.0002755190589932,650,0.4653,0.6237,0.5455,12,314
0.0075153998079467,adam,NeuCMFi0,5.291353451459976e-05,650,0.4535,0.6156,0.5455,13,336
0.0031295839247542,adam,NeuCMFi0,0.003921686293141,650,0.5051,0.6502,0.5466,12,390
0.0057098204341664,adam,NeuCMFi0,0.0019087923608155,600,0.4944,0.6455,0.5472,13,336
0.0114706543993778,adam,NeuCMF0i,0.00598301336097,600,0.6809,0.8493,0.5222,15,366
0.0002230169088965,adam,NeuCMFi0,0.0019888836477169,650,0.4972,0.6411,0.5454,13,304
0.0083874394463049,adam,NeuCMFi0,0.0171071719193108,650,0.5998,0.745,0.5461,14,359
0.0543172458858876,adam,NeuCMFi0,0.0704047616861698,650,0.6917,0.8581,0.5432,16,344
0.0073306295177989,adam,NeuCMFi0,0.0006911690605661,650,0.4822,0.6394,0.5476,12,317
0.0102367281652787,adam,NeuCMFi0,0.0001811760951234,650,0.4648,0.6243,0.5464,12,335
0.0099642702191928,adam,NeuCMFi0,5.884886924692371e-05,650,0.4569,0.6199,0.5472,17,331
0.0129944116772835,adam,NeuCMFi0,0.0039496589940295,650,0.5333,0.6861,0.5491,17,329
0.0039349190109067,adam,NeuCMFi0,0.0284139022507847,650,0.6297,0.7783,0.5433,17,353
0.0146502366720593,RMSprop,NeuCMFw0,0.0022134094650313,600,0.6116,0.7917,0.5512,17,382
0.0095380666086193,adam,NeuCMFi0,0.0053713686437312,650,0.5341,0.6828,0.5478,16,396
0.0511843799288988,adam,NeuCMFi0,0.007253253284839,700,0.5994,0.7556,0.5451,11,347
0.0593276586275905,adam,NeuCMFi0,0.0034210048667296,650,0.5944,0.7592,0.5405,16,375
0.0059228843246729,adam,NeuCMFi0,0.0001082821109141,700,0.4531,0.615,0.5461,17,409
0.0056847144773051,adam,NeuCMFi0,1.015275481601718e-05,700,0.4514,0.6188,0.5447,17,406
0.0059837834231093,adam,NeuCMFi0,0.0019167526600543,700,0.4924,0.6442,0.5475,17,390
0.002736503743187,adam,NeuCMFi0,0.0002151621573031,700,0.4557,0.6162,0.545,18,365
0.0024815650078822,adam,NeuCMFi0,0.0001098914386807,700,0.4516,0.615,0.5437,18,368
0.0018716761708932,adam,NeuCMFi0,0.0030105699626541,700,0.4884,0.6338,0.5469,18,361
0.0032380025170079,adam,NeuCMF0w,0.0017863255528189,700,0.527,0.6857,0.5538,19,368
0.0043307406263256,adam,NeuCMFww,0.0034118042992726,700,0.5459,0.7023,0.5532,18,322
0.0022789701199136,RMSprop,NeuCMFi0,0.0001419067038479,700,0.4523,0.6144,0.5443,19,353
0.0012226862508876,RMSprop,NeuCMFi0,0.0413493246378691,700,0.6574,0.8126,0.5459,19,347
7.205394981593932e-05,RMSprop,NeuCMFi0,6.371409892104703e-06,700,0.5046,0.6576,0.5424,19,340
0.0046254492645435,RMSprop,NeuCMFi0,0.0048570376230143,700,0.5182,0.6629,0.5472,18,353
0.0021086384007679,RMSprop,NeuCMFi0,0.0020430429386824,700,0.4784,0.6268,0.5468,18,374
0.0065656867957155,RMSprop,NeuCMFi0,0.0021241639943844,700,0.4967,0.648,0.5462,18,361
0.0029221988405127393,adam,NeuCMFi0,0.00022513580714922274,700,0.4554,0.6159,0.5445,20,253
