learning_rate,learner,model,embedding_size,weight_decay,train_batch_size,mae
0.01,RMSprop,NeuCMFi0,64,0.1,500,0.8081
0.01,RMSprop,NeuCMFi0,64,0.1,1000,0.8245
0.01,RMSprop,NeuCMF0w,32,0.0,500,0.8209
0.01,RMSprop,NeuCMF0w,32,0.0,1000,0.8202
0.01,RMSprop,NeuCMF0w,32,0.01,500,0.8353
0.01,RMSprop,NeuCMF0w,32,0.01,1000,0.8007
0.01,RMSprop,NeuCMF0w,32,0.1,500,0.8062
0.01,RMSprop,NeuCMF0w,32,0.1,1000,0.8161
0.01,RMSprop,NeuCMF0w,64,0.0,500,0.7999
0.01,RMSprop,NeuCMF0w,64,0.0,1000,0.8106
0.01,RMSprop,NeuCMF0w,64,0.01,500,0.816
0.01,RMSprop,NeuCMF0w,64,0.01,1000,0.8083
0.01,RMSprop,NeuCMF0w,64,0.1,500,0.8069
0.01,RMSprop,NeuCMF0w,64,0.1,1000,0.8512
0.01,RMSprop,NeuCMFw0,32,0.0,500,0.8125
0.01,RMSprop,NeuCMFw0,32,0.0,1000,0.8207
0.01,RMSprop,NeuCMFw0,32,0.01,500,0.8126
0.01,RMSprop,NeuCMFw0,32,0.01,1000,0.832
0.01,RMSprop,NeuCMFw0,32,0.1,500,0.8179
0.01,RMSprop,NeuCMFw0,32,0.1,1000,0.8284
0.01,RMSprop,NeuCMFw0,64,0.0,500,0.8149
0.01,RMSprop,NeuCMFw0,64,0.0,1000,0.825
0.01,RMSprop,NeuCMFw0,64,0.01,500,0.8468
0.01,RMSprop,NeuCMFw0,64,0.01,1000,0.8241
0.01,RMSprop,NeuCMFw0,64,0.1,500,0.825
0.01,RMSprop,NeuCMFw0,64,0.1,1000,0.814
0.001,adam,NeuCMFii,32,0.0,500,0.7989
0.001,adam,NeuCMFii,32,0.0,1000,0.8111
0.001,adam,NeuCMFii,32,0.01,500,0.8147
0.001,adam,NeuCMFii,32,0.01,1000,0.8235
0.001,adam,NeuCMFii,32,0.1,500,0.8136
0.001,adam,NeuCMFii,32,0.1,1000,0.8245
0.001,adam,NeuCMFii,64,0.0,500,0.8317
0.001,adam,NeuCMFii,64,0.0,1000,0.8182
0.001,adam,NeuCMFii,64,0.01,500,0.8371
0.001,adam,NeuCMFii,64,0.01,1000,0.8282
0.001,adam,NeuCMFii,64,0.1,500,0.8091
0.001,adam,NeuCMFii,64,0.1,1000,0.8243
0.001,adam,NeuCMFww,32,0.0,500,0.82
0.001,adam,NeuCMFww,32,0.0,1000,0.8035
0.001,adam,NeuCMFww,32,0.01,500,0.8136
0.001,adam,NeuCMFww,32,0.01,1000,0.833
0.001,adam,NeuCMFww,32,0.1,500,0.8399
0.001,adam,NeuCMFww,32,0.1,1000,0.8252
0.001,adam,NeuCMFww,64,0.0,500,0.824
0.001,adam,NeuCMFww,64,0.0,1000,0.8051
0.001,adam,NeuCMFww,64,0.01,500,0.8115
0.001,adam,NeuCMFww,64,0.01,1000,0.8296
0.001,adam,NeuCMFww,64,0.1,500,0.8365
0.001,adam,NeuCMFww,64,0.1,1000,0.839
0.001,adam,NeuCMF0i,32,0.0,500,0.8024
0.001,adam,NeuCMF0i,32,0.0,1000,0.801
0.001,adam,NeuCMF0i,32,0.01,500,0.8064
0.001,adam,NeuCMF0i,32,0.01,1000,0.8078
0.001,adam,NeuCMF0i,32,0.1,500,0.832
0.001,adam,NeuCMF0i,32,0.1,1000,0.8194
0.001,adam,NeuCMF0i,64,0.0,500,0.8145
0.001,adam,NeuCMF0i,64,0.0,1000,0.812
0.001,adam,NeuCMF0i,64,0.01,500,0.8311
0.001,adam,NeuCMF0i,64,0.01,1000,0.8225
0.001,adam,NeuCMF0i,64,0.1,500,0.8222
0.001,adam,NeuCMF0i,64,0.1,1000,0.8304
0.001,adam,NeuCMFi0,32,0.0,500,0.8362
0.001,adam,NeuCMFi0,32,0.0,1000,0.8241
0.001,adam,NeuCMFi0,32,0.01,500,0.8327
0.001,adam,NeuCMFi0,32,0.01,1000,0.8308
0.001,adam,NeuCMFi0,32,0.1,500,0.8308
0.001,adam,NeuCMFi0,32,0.1,1000,0.8138
0.001,adam,NeuCMFi0,64,0.0,500,0.8185
0.001,adam,NeuCMFi0,64,0.0,1000,0.8295
0.001,adam,NeuCMFi0,64,0.01,500,0.8259
0.001,adam,NeuCMFi0,64,0.01,1000,0.809
0.001,adam,NeuCMFi0,64,0.1,500,0.8151
0.001,adam,NeuCMFi0,64,0.1,1000,0.8257
0.001,adam,NeuCMF0w,32,0.0,500,0.8179
